row_id,id,event_date,firearm_name,range_name,rounds_fired,ammo_description,notes,created,modified
600,01KWG95PACHVT0GEA3DE25X0CX,2023-05-25 20:05:22.6361191,Stevens 284Win,SPFGA,15,180gr Hornady ELDM;55.4gr H-4831,"Confirming 100m zero.  Gather velocity data.  +16C, 54%. Avg: 2902 fps. Std: 22.43. ES:72.37",2026-07-02 02:05:22.6369782+00:00,2026-07-02 02:05:22.63698+00:00
601,01KWG95PAD0M5TH35RDDW6GNXF,2023-05-25 20:05:22.6372312,G44,SPFGA,70,CCI SV,"Pushing the rear sight, zeroed at 10m.  Its a bit high (1""""?) and maybe a touch right.",2026-07-02 02:05:22.6376661+00:00,2026-07-02 02:05:22.6376679+00:00
602,01KWG95PAE8JDXP06DQJRN6PYX,2023-05-28 20:05:22.6379253,Stevens 284Win,CHAS,48,180gr Hornady ELDM;55.4gr H-4831,CHAS F-class. 825m.  Started on 18.25 MOA elevation. Settled on +19.25MOA for elevation.  Wind was a good 3 ~ 5 MOA.  Second & third matches were horrible. Elevation was everywhere.  Need to troubleshoot. 1826fps @ 825m.,2026-07-02 02:05:22.6388324+00:00,2026-07-02 02:05:22.6388342+00:00
603,01KWG95PAGSKM72EY8F17223S8,2023-05-28 20:05:22.6390776,Stevens 284Win,SPFGA,12,180gr Sierra MatchKing;55.4gr H-4831,Shooting @ 300m.  +3.25 MOA / 0 MOA.  Was hitting about 1 MOA to high?,2026-07-02 02:05:22.6402243+00:00,2026-07-02 02:05:22.640227+00:00
604,01KWG95PAJ2K83BVKW9MWXA50M,2023-05-28 20:05:22.640573,Stevens 284Win,SPFGA,33,180gr Hornady ELDM;55.4gr H-4831,Shooting @ 300m.  +2.875MOA / 0 MOA,2026-07-02 02:05:22.6420492+00:00,2026-07-02 02:05:22.6420518+00:00
605,01KWG95PAKYVCSNJPSAM9XWJFA,2023-05-28 20:05:22.6423898,Stevens 284Win,SPFGA,13,180gr Hornady ELDM; 49.8gr N555;2.575 CBTO,Shooting @ 200m.  +1.125MOA / -0.5MOA.  Holding on the 5 of a 600m target.  +25C.  50% humidity. DAlt 1310m,2026-07-02 02:05:22.6435635+00:00,2026-07-02 02:05:22.6435655+00:00
606,01KWG95PANSXKJVSEWBYY0Q8CD,2023-05-28 20:05:22.6440014,Stevens 284Win,SPFGA,13,180gr Sierra Match King; 49.8gr N555;2.614 CBTO,Shooting @ 200m.  +2.5MOA / ?? MOA.  Hoding on the centre of the V-Bull which was shot out.,2026-07-02 02:05:22.6451715+00:00,2026-07-02 02:05:22.6451736+00:00
607,01KWG95PAP9XEFJ318F3DGCFVZ,2023-05-28 20:05:22.645501,Stevens 284Win,SPFGA,13,180gr Hornady ELDM; 49.8gr N555;2.575 CBTO,Shooting @ 200m.  +2.5MOA / ?? MOA.  Hoding on the centre of the V-Bull which was shot out.,2026-07-02 02:05:22.6465993+00:00,2026-07-02 02:05:22.6466012+00:00
608,01KWG95PAQA0BEW67PMQ08SARG,2023-06-04 20:05:22.6468576,Stevens 284Win,SPFGA,9,180gr Hornady ELDM; 55.4gr H4831,Shooting @ 100.  Rezeroed the optic after moving it forward 3 slots on the picatinny rail.,2026-07-02 02:05:22.6480028+00:00,2026-07-02 02:05:22.6480047+00:00
609,01KWG95PAS0MWCM4R08XCHYZC1,2023-06-10 20:05:22.6482771,Stevens 284Win,AFRA,13,180gr SMK; 55.4gr H4831,Intro to F-Class - 800m,2026-07-02 02:05:22.6494688+00:00,2026-07-02 02:05:22.6494707+00:00
610,01KWG95PAVJTRA2V4PKMDDSGP8,2023-06-10 20:05:22.6497587,Stevens 284Win,AFRA,12,180gr Hornady ELDM; 55.4gr H4831,Intro to F-Class - 400m,2026-07-02 02:05:22.6514248+00:00,2026-07-02 02:05:22.6514279+00:00
611,01KWG95PAW864PZ6XA1J0A99YC,2023-06-11 20:05:22.6517057,Stevens 284Win,AFRA,44,180gr SMK; 55.4gr H4831,300m ISSU,2026-07-02 02:05:22.652974+00:00,2026-07-02 02:05:22.6529759+00:00
612,01KWG95PAYD5KGWVHHV7YJYG7C,2023-06-11 20:05:22.6532798,Stevens 284Win,AFRA,21,180gr Hornady ELDM; 55.4gr H4831,300m ISSU. +3.25MOA/-0.75MOA.  This matched the Kestrel,2026-07-02 02:05:22.6546066+00:00,2026-07-02 02:05:22.6546084+00:00
613,01KWG95PB07XTV0MSDDXH3M4C8,2023-06-25 20:05:22.6548883,Stevens 284Win,Home,0,"",Cleaning the barrel,2026-07-02 02:05:22.6567404+00:00,2026-07-02 02:05:22.6567429+00:00
614,01KWG95PB3DN6H3CBK55TS1SG3,2023-07-05 20:05:22.6570787,M96,SPFGA,23,142gr SMK; 37.6gr D-4895; 2.620 CBTO,Calibrating the shotmarker,2026-07-02 02:05:22.6590228+00:00,2026-07-02 02:05:22.6590256+00:00
615,01KWG95PB4C1VG619SQAM6N74Y,2023-07-05 20:05:22.6593246,MRA Maverick .308,SPFGA,40,147gr Campro; 45gr X-4895,"",2026-07-02 02:05:22.6600962+00:00,2026-07-02 02:05:22.6600979+00:00
616,01KWG95PB5P58WNXK7JRSBNASM,2023-07-07 20:05:22.6603277,MRA Maverick .308,SPFGA,12,"175gr Bergers, 42gr D-4895",Just trying these out.  ,2026-07-02 02:05:22.6611391+00:00,2026-07-02 02:05:22.6611409+00:00
617,01KWG95PB6MYHNBZP508QCWD2G,2023-07-07 20:05:22.6613739,M96,SPFGA,12,142gr SMK; 37.6gr D-4895; 2.620 CBTO,Calibrating shot marker,2026-07-02 02:05:22.6627649+00:00,2026-07-02 02:05:22.6627667+00:00
618,01KWG95PB7CXH1DX3125VZX2FC,2023-07-07 20:05:22.6630367,MRA Maverick .308,SPFGA,23,147gr Campro; 45gr X-4895,"Removed the Vortex Strike Eagle, put on the SWFA 6x",2026-07-02 02:05:22.6638629+00:00,2026-07-02 02:05:22.6638646+00:00
619,01KWG95PB9XYBHVVRRGXJPDY8E,2023-07-23 20:05:22.6640801,Stevens 284Win,AFRA,141,"180gr Hornady ELDM; 55.4gr H4831;2.575"""" CBTO","8.25MOA at 500m, +20.25MOA at 900m",2026-07-02 02:05:22.6653593+00:00,2026-07-02 02:05:22.6653611+00:00
620,01KWG95PBBYV5M9ND26PPKYH8V,2023-08-02 20:05:22.6656244,Stevens 284Win,SPFGA,26,"162gr Hornady ELDM; 55.6gr H4831;2.558"""" CBTO",15 rounds @ 300m.  Score: 69.1.  +1.5MOA / -1.25MOA. Used a +1MOA elevation offset on the target.,2026-07-02 02:05:22.6674267+00:00,2026-07-02 02:05:22.667429+00:00
621,01KWG95PBD4J4V9Z6EXGHM0SH8,2023-08-02 20:05:22.6676939,Stevens 284Win,SPFGA,17,"180gr Hornady ELDM; 53.2gr H4831;2.575""""CBTO",15 rounds @ 300m. Score 71.5. +2.625 / -1.625 MOA. Used a +1MOA elevation offset on the target.,2026-07-02 02:05:22.6690344+00:00,2026-07-02 02:05:22.6690363+00:00
622,01KWG95PBEXTP6GQ0Y7AYQXT5T,2023-08-02 20:05:22.6693306,Stevens 284Win,SPFGA,5,"180gr Hornady ELDM; 55.4gr H4831;2.575"""" CBTO",Just blowing these off.,2026-07-02 02:05:22.6709674+00:00,2026-07-02 02:05:22.6709706+00:00
623,01KWG95PBHQ0FRZN0TEZQXC2Y0,2023-08-31 20:05:22.6715368,GSG STG-44,SPFGA,175,CCI SV,"Steel Challenge.  The Falke kept """"turning off"""". Tapping it on the side seemed to turn it on.  Maybe it is too far back, and isn't supported well enough for the vibrations?",2026-07-02 02:05:22.6731063+00:00,2026-07-02 02:05:22.6731084+00:00
624,01KWG95PBJZK74WNW225V7YY6T,2023-09-04 20:05:22.6734383,Stevens 284Win,SPFGA,17,"180gr Hornady ELDM; 55.4gr H4831;2.575"""" CBTO",Practicing for 300m.  +3.0MOA. 2863fps. Used a +1MOA elevation offset on the target.,2026-07-02 02:05:22.6748924+00:00,2026-07-02 02:05:22.6748942+00:00
625,01KWG95PBMM2PNWAPPJHKKWM3D,2023-09-04 20:05:22.6752194,Stevens 284Win,SPFGA,13,"180gr Hornady ELDM; 49.8gr N555;2.575"""" CBTO",Practicing at 300m. +4MOA,2026-07-02 02:05:22.6767595+00:00,2026-07-02 02:05:22.6767614+00:00
626,01KWG95PBP5S8RJNRRV1SV8KAA,2023-09-05 20:05:22.6770495,Stevens 284Win,SPFGA,18,"180gr Hornady ELDM; 53.2gr H4831;2.575"""" CBTO","",2026-07-02 02:05:22.6788812+00:00,2026-07-02 02:05:22.678883+00:00
627,01KWG95PBRZ2Q5T3Y9VMR2J13C,2023-09-05 20:05:22.6791504,Stevens 284Win,SPFGA,14,"180gr Hornady ELDM; 55.4gr H4831;2.575"""" CBTO",Used a +1MOA elevation offset on the target.,2026-07-02 02:05:22.6807522+00:00,2026-07-02 02:05:22.6807543+00:00
628,01KWG95PBVJHJP0SSKGYEZN2MH,2023-09-05 20:05:22.6810672,Stevens 284Win,SPFGA,16,"162gr Hornady ELDM; 55.6gr H4831;2.575"""" CBTO",Used a +1MOA elevation offset on the target.,2026-07-02 02:05:22.6831562+00:00,2026-07-02 02:05:22.6831604+00:00
629,01KWG95PBXVV0C1P1AWPQY53AM,2023-09-08 20:05:22.6835447,Stevens 284Win,SPFGA,20,162gr Hornady ELDM; 56.16gr H4831;3.180 COAL,"3.25 MOA, Aiming 1MOA high so the impact falls into the center of the target. This was one of Darren's load.  Had a 0.9MOA best group.  There were two fliers, very high and right.",2026-07-02 02:05:22.6853012+00:00,2026-07-02 02:05:22.6853031+00:00
630,01KWG95PBZ4DE6WK9SWKNK39F4,2023-10-22 20:05:22.6856322,MRA Maverick .308,SPFGA,15,130gr Barnes TTSX;44.6gr X-4895,Zeroed the Spitfire. Was 1MOA high @ 100m.Testing out hunting load.  About 1.5MOA groups.  2870fps.  -2c.  ,2026-07-02 02:05:22.6873425+00:00,2026-07-02 02:05:22.6873458+00:00
631,01KWG95PC06BE0K71Y8DA4RA8G,2023-10-22 20:05:22.6876826,MRA Maverick .308,SPFGA,25,147gr Campro; 45gr X-4895,"",2026-07-02 02:05:22.6888223+00:00,2026-07-02 02:05:22.6888255+00:00
632,01KWG95PC2838W484KYZMK0CQF,2023-10-23 20:05:22.6891177,MRA Maverick .308,SPFGA,10,130gr Barnes TTSX; assorted X-4895;FC Brass,"Satterlee testing, staring at 43.8gr and increasing 0.3gr.  Looks like 45.3gr is the best spot.",2026-07-02 02:05:22.6904206+00:00,2026-07-02 02:05:22.6904226+00:00
633,01KWG95PC4SJ955BXR7BEDJ07W,2023-10-23 20:05:22.6906901,Israeli 98k,SPFGA,13,150gr Sierra SP; 47.0gr X-4895,"Velocity.  2554fps. ES 194.  StdDev 50fps. Kind of shitty groups, but to be expected given the ES and SD. Big-ish groups, ~ 4MOA or so. Zeroed for this load -roughly.  ",2026-07-02 02:05:22.6925303+00:00,2026-07-02 02:05:22.6925322+00:00
634,01KWG95PC6Y9K216NV6XS21416,2023-10-23 20:05:22.6928364,M96,SPFGA,12,"139gr stuff, commerical hunting ammo.",Just collecting Velocity.  2358fps.  ES 93fps.  StdDev 29fps,2026-07-02 02:05:22.6943037+00:00,2026-07-02 02:05:22.6943056+00:00
635,01KWG95PC9FCBE0G5MCMAHK18R,2023-10-25 20:05:22.694573,Grey Birch 10/22,Phoenix,100,CCI SV,Testing loads. Adjustments: 1.5MOA↓ 2.0MOA→,2026-07-02 02:05:22.6975754+00:00,2026-07-02 02:05:22.6975787+00:00
636,01KWG95PCETCK1BM2SD1KPP25Y,2023-10-25 20:05:22.6979305,Grey Birch 10/22,Phoenix,80,Aguila Super Extra 40gr Copper HV,Testing loads. Adjustments: 3MOA↓ 1.75MOA→,2026-07-02 02:05:22.7022404+00:00,2026-07-02 02:05:22.7022454+00:00
637,01KWG95PCFPSQFB15J4GT86HXM,2023-11-12 20:05:22.7027197,MRA Renegade 6x45,SPFGA,45,Assorted rounds - 75gr to 95gr with BL-C(2) and XBR-8028,"Zeroing the Strike Eagle. It's about 1.25"""" high.  For hunting, should be about 1.8"""" high?",2026-07-02 02:05:22.7039872+00:00,2026-07-02 02:05:22.7039893+00:00
638,01KWG95PCHJTKCMPBCW7VSHY0F,2023-11-19 20:05:22.7043371,MRA Renegade 6x45,SPFGA,45,Assorted rounds.,Satterlee testing with 62gr Varmint Grenade and 8208XBR.  Shot 9 round @ 200 with 80gr TSX/25.2gr BL-C(2) and zeroed on that.,2026-07-02 02:05:22.7053546+00:00,2026-07-02 02:05:22.7053564+00:00
639,01KWG95PCMEHJJF8QPCHNAHV58,2023-11-20 20:05:22.7056115,Grey Birch 10/22,Phoenix,100,Aguila Super Extra 40gr Lead SV,Testing loads. Adjustments: 3MOA↓ 1.75MOA→,2026-07-02 02:05:22.7086448+00:00,2026-07-02 02:05:22.7086477+00:00
640,01KWG95PCRDW53GMKXH79RD1R1,2023-11-20 20:05:22.7089765,Grey Birch 10/22,Phoenix,60,Aguila Super Extra 40gr Copper HV,Testing loads. Adjustments: 6MOA↓ 1.75MOA→,2026-07-02 02:05:22.7121856+00:00,2026-07-02 02:05:22.7121881+00:00
641,01KWG95PCVF9J569C8BV61695Z,2023-12-10 20:05:22.7125355,Grey Birch 10/22,Phoenix,92,"Federal 36gr HP ""Black Pack""",Testing loads.  Adjustments: 4.5MOA↓ 2.5MOA→,2026-07-02 02:05:22.7156418+00:00,2026-07-02 02:05:22.7156443+00:00
642,01KWG95PD0KFEPZDY8EFYQ9AK1,2023-12-10 20:05:22.7160384,Grey Birch 10/22,Phoenix,98,Remington-Peters,Testing loads.  Adjustments: 2.5MOA↓ 2.5MOA→,2026-07-02 02:05:22.7206985+00:00,2026-07-02 02:05:22.7207031+00:00
643,01KWG95PD4A0WR3H36FNZ36TTK,2023-12-16 20:05:22.721116,Grey Birch 10/22,Home,0,N/A,Zeroed out the windage dial. Cleaned the rifle & barrel.,2026-07-02 02:05:22.7244249+00:00,2026-07-02 02:05:22.7244289+00:00
644,01KWG95PD838Y0RJ3EQDWNV84B,2023-11-20 20:05:22.7248727,Grey Birch 10/22,Phoenix,70,Aguila Super Extra 40gr Lead SV,Testing loads. Adjustments: 3.75MOA↓ 0.5MOA←,2026-07-02 02:05:22.7280212+00:00,2026-07-02 02:05:22.7280238+00:00
645,01KWG95PDBZT900Q2GNTFCRD59,2023-11-20 20:05:22.7283924,Grey Birch 10/22,Phoenix,35,Aguila Super Extra 40gr Copper HV,Testing loads. Adjustments: 5.5MOA↓ 0.5MOA←,2026-07-02 02:05:22.7317572+00:00,2026-07-02 02:05:22.7317601+00:00
646,01KWG95PDDFQNP28GQ99J8H9CB,2023-12-27 20:05:22.7320828,MRA Maverick .308,SPFGA,35,147gr Campro; 45gr X-4895,"Mounted the SWFA 6x. Zeroed for 100m.  300m DOPE 4.5MOA up, 2MOA right",2026-07-02 02:05:22.7333572+00:00,2026-07-02 02:05:22.7333602+00:00
647,01KWG95PDFKH3XTGY2SN5M5BP5,2024-01-25 20:05:22.7338081,MRA Renegade 6x45,SPFGA,15,"75gr V-MAX, 28.4gr BL-C(2)","",2026-07-02 02:05:22.7352023+00:00,2026-07-02 02:05:22.735205+00:00
648,01KWG95PDGDTM6K73J1MCM6PS0,2024-01-25 20:05:22.7354952,MRA Renegade 6x45,SPFGA,10,62gr Varmint Grenade; 26.75gr XBR-8028,Grouped very well,2026-07-02 02:05:22.736565+00:00,2026-07-02 02:05:22.7365669+00:00
649,01KWG95PDHS5WP2WT1YW2VS7R5,2024-01-25 20:05:22.736878,MRA Renegade 6x45,SPFGA,10,"75gr V-MAX, 28.4gr XBR-8028","",2026-07-02 02:05:22.7379107+00:00,2026-07-02 02:05:22.7379125+00:00
650,01KWG95PDK4JC311KXCH5H1318,2024-01-25 20:05:22.7381815,MRA Maverick .308,SPFGA,10,147gr Campro; 45gr X-4895,SSA Brass.  Grouped well,2026-07-02 02:05:22.7396246+00:00,2026-07-02 02:05:22.7396265+00:00
651,01KWG95PDMAJ558QAS7Z4FPWNA,2024-01-25 20:05:22.7398938,MRA Maverick .308,SPFGA,20,147gr Campro; 45gr X-4895,"the 7.62x51 headstamp.  Horrible ES, grouped poorly.",2026-07-02 02:05:22.7409759+00:00,2026-07-02 02:05:22.7409777+00:00
652,01KWG95PDPPYQCC36MVHMR87QT,2024-02-25 20:05:22.7412471,MRA Renegade 6x45,SPFGA,64,"IMR 8208-XBR. OCW testing 80gr TTSX, trying some 90gr and 95gr","Zeroed for 62gr.  The 80gr was ~ 1.5MOA too high.  90gr was ~ 0.5 MOA too high, and ~ 0.5 MOA left.",2026-07-02 02:05:22.7423589+00:00,2026-07-02 02:05:22.7423607+00:00
653,01KWG95PDQH2JZ2AEZ8V7G666P,2024-03-16 20:05:22.7426518,Stevens 284Win B#2,SPFGA,20,180gr Hornady ELDM; 55.4gr H4831,New barrel. Zeroed the scope.  Need to check the level as the rings were loose.,2026-07-02 02:05:22.7430096+00:00,2026-07-02 02:05:22.7430116+00:00
654,01KWG95PDQH2JZ2AEZ8V7G666Y,2024-03-22 20:05:22.7432704,G44,Phoenix,78,"Assorted. CCI SV, Federal 36gr HP","At 78 rounds, the striker got """"stuck"""".",2026-07-02 02:05:22.7437339+00:00,2026-07-02 02:05:22.7437356+00:00
655,01KWG95PDR6X1S8C8FP9BYTT0J,2024-03-23 20:05:22.7439831,G44,Phoenix,122,Assorted: Sterling Cross & Remington,"",2026-07-02 02:05:22.7445185+00:00,2026-07-02 02:05:22.7445204+00:00
656,01KWG95PDSD1XC7K8WX57JC8E0,2024-03-29 20:05:22.7447613,G44,Phoenix,100,Aguila 40 gr (black tip),Grouped the best,2026-07-02 02:05:22.7452692+00:00,2026-07-02 02:05:22.745271+00:00
657,01KWG95PDTSBEV728J2EAM4NZK,2024-03-29 20:05:22.7456681,G44,Phoenix,100,Aguila 40 gr (copper tip),"",2026-07-02 02:05:22.7461571+00:00,2026-07-02 02:05:22.7461589+00:00
658,01KWG95PDTSBEV728J2EAM4NZV,2024-04-21 20:05:22.7464169,Stevens 284Win B#2,CHAS,36,"162gr Hornady HPBT Moly; 49.7gr RL-19; 2.587"""" CBTO; WWW-Super ",True'd the MV at 882m,2026-07-02 02:05:22.746826+00:00,2026-07-02 02:05:22.7468278+00:00
659,01KWG95PDVC616W8CK55K8MVP2,2024-05-01 20:05:22.7470597,Stevens 284Win B#2,Home,0,N/A,Cleaning the barrel.,2026-07-02 02:05:22.7475092+00:00,2026-07-02 02:05:22.747511+00:00
660,01KWG95PDWAQA1DRR8BAYEAE4T,2024-05-03 20:05:22.7477464,Stevens 284Win B#2,SPFGA,32,"162gr Hornady HPBT Moly; 49.7gr RL-19; 2.587"""" CBTO; WWW-Super ",Shot a 70/75.  Groups were loose.  +4MOA @ the 300.,2026-07-02 02:05:22.7482096+00:00,2026-07-02 02:05:22.7482113+00:00
661,01KWG95PDWAQA1DRR8BAYEAE52,2024-05-14 20:05:22.7484777,Stevens 284Win B#2,SPFGA,42,162gr Hornady HPBT Moly; 49.7gr RL-19; various CBTO; WWW-Super. ,"Seating depth test.  Ended at 2.594"""", 14 loads with 0.003"""".  Shiity groups ",2026-07-02 02:05:22.7489828+00:00,2026-07-02 02:05:22.7489846+00:00
662,01KWG95PDZH766H8YQ14B0GGF5,2024-05-21 20:05:22.7495621,MRA Maverick .308,SPFGA,29,"165gr Barnes TTSX; OCW testing IMR-8208XBR; 2.845"""";Winchester Brass","OCW testing. Based on the results, and eyeballing the groups, I think that 41.2gr is about right.",2026-07-02 02:05:22.7512526+00:00,2026-07-02 02:05:22.7512552+00:00
663,01KWG95PE0QVRBEMF4Q1WNZ7V1,2024-06-14 20:05:22.7515948,MRA Maverick .308,SPFGA,20,147gr CamPro,Trying to zero the Spitfire.  Needs to go back,2026-07-02 02:05:22.752743+00:00,2026-07-02 02:05:22.7527455+00:00
664,01KWG95PE2NX93JAK1A5DE66BX,2024-06-14 20:05:22.7530625,MRA Maverick .308,SPFGA,10,"165gr Hornady Interbond, 38.2gr IMR-3031",Gathering MV.  Spitfire is kaput.,2026-07-02 02:05:22.7546545+00:00,2026-07-02 02:05:22.7546569+00:00
665,01KWG95PE4NJY1HK8XNR9B09S8,2024-06-14 20:05:22.7549883,MRA Maverick .308,SPFGA,8,"165gr Barnes TTSX, assorted IMR-3031",Was using this to help zero the Spitfire.,2026-07-02 02:05:22.7562619+00:00,2026-07-02 02:05:22.7562639+00:00
666,01KWG95PE7D5VD6NEC2T3HTME5,2024-06-09 20:05:22.7565744,Grey Birch 10/22,KGAC,40,Blaser,Dino was using my 10/22.  Extraction problems w/Blaser,2026-07-02 02:05:22.7599843+00:00,2026-07-02 02:05:22.7599871+00:00
667,01KWG95PE992TW51T3VY1FAJZE,2024-06-16 20:05:22.7603749,MRA Maverick .308,Phoenix,16,"165gr Hornady Interlock; 37.6gr IMR-3031;2.800"""" COAL;Federal Brass","1.25"""" high at 40 yards (3MOA?). That's about 3"""" high @ 100.",2026-07-02 02:05:22.7616275+00:00,2026-07-02 02:05:22.7616294+00:00
668,01KWG95PEENHYXDBV7F5YQ2Y8T,2024-08-13 20:05:22.7621652,Grey Birch 10/22,Phoenix,50,S&B Canadian Match,Grouped well and consistently,2026-07-02 02:05:22.7661669+00:00,2026-07-02 02:05:22.7661716+00:00
669,01KWG95PEJDNHVQ1VJ2N1XV84D,2024-08-13 20:05:22.7665984,Grey Birch 10/22,Phoenix,80,Aguila (black stuff),"Grouped okay, but not as good as the S&B",2026-07-02 02:05:22.7701238+00:00,2026-07-02 02:05:22.7701272+00:00
670,01KWG95PEKAYZ16X82NWP9AHPY,2024-08-29 20:05:22.7704391,MRA Renegade 6x45,SPFGA,23,Assorted 6x45 ,"Was trying to ladder test some 75gr w/BL-C(2), but the Labradar lost the data.",2026-07-02 02:05:22.7718718+00:00,2026-07-02 02:05:22.771875+00:00
671,01KWG95PENKQEE5JK6G4ASCKG6,2024-08-29 20:05:22.7721751,M96,SPFGA,20,"142gr SMK, 37.8gr D-4895, 2.62 CBTO",Calibrating the two big shot markers.,2026-07-02 02:05:22.773679+00:00,2026-07-02 02:05:22.7736808+00:00
672,01KWG95PEQXEDPENBYPCW2KT32,2024-09-04 20:05:22.7739507,MRA Renegade 6x45,SPFGA,12,"62gr Varmint Grenade, 26.75gr IMR XBR-8208","Velocity 2888.1fps, SD 28 fps, ES 93.8fps",2026-07-02 02:05:22.7750899+00:00,2026-07-02 02:05:22.7750916+00:00
673,01KWG95PER3Z001J3ENRGV3PZ0,2024-09-04 20:05:22.7753659,MRA Renegade 6x45,SPFGA,13,75gr Hornady V-Max.  Ladder testing ,"",2026-07-02 02:05:22.7765123+00:00,2026-07-02 02:05:22.776514+00:00
674,01KWG95PEXYDSQSC322ES1S63T,2024-09-04 20:05:22.7768292,Grey Birch 10/22,SPFGA,49,S&B Canadian Match,"Velocity  1144fps, SD 15fps, ES 82fps",2026-07-02 02:05:22.7811441+00:00,2026-07-02 02:05:22.7811483+00:00
675,01KWG95PF1KFME4EBY1M7RSNGR,2024-09-04 20:05:22.78165,Grey Birch 10/22,SPFGA,49,Aguila Super Extra 40gr (black tip,"Velocity 1092, SD 20.1fps, ES 75.4fps",2026-07-02 02:05:22.7854784+00:00,2026-07-02 02:05:22.7854824+00:00
676,01KWG95PF5P8C9125KMMHNHC3C,2024-09-04 20:05:22.7858382,Grey Birch 10/22,SPFGA,48,I think this was Aguila Super extra 40gr,"Velocity 1109, SD 32fps, ES 242.3fps",2026-07-02 02:05:22.7891368+00:00,2026-07-02 02:05:22.789139+00:00
677,01KWG95PF9CD38VV6H9K290RMT,2024-09-08 20:05:22.7895004,Grey Birch 10/22,SPFGA,49,Aguila Copper.,"Velocity 1247, SD 13.6, ES 60.4, +31C",2026-07-02 02:05:22.7931417+00:00,2026-07-02 02:05:22.7931448+00:00
678,01KWG95PFE229DX3JGQD3R3MVR,2024-09-08 20:05:22.7934992,Grey Birch 10/22,SPFGA,50,CCI SV,"Velocity 1087, SD 13.5, ES 55.3, +31C",2026-07-02 02:05:22.7986832+00:00,2026-07-02 02:05:22.7986879+00:00
679,01KWG95PFGSXHA54641HGF39MP,2024-09-08 20:05:22.799063,MRA Renegade 6x45,SPFGA,14,"62gr Varmint Grenade, 26.75gr IMR XBR-8208","Velocity 2920, SD 58.4, ES 58, +31C",2026-07-02 02:05:22.8005799+00:00,2026-07-02 02:05:22.8005827+00:00
680,01KWG95PFJ6AA860VTB3W2EHKR,2024-09-08 20:05:22.8010311,MRA Maverick .308,SPFGA,7,"165gr Hornady Interlock, 36?? IMR-3031","Velocity 2434, SD 12, ES 35. , +31C",2026-07-02 02:05:22.8023682+00:00,2026-07-02 02:05:22.8023711+00:00
681,01KWG95PFM3CH4652B3K3F4RBA,2024-09-08 20:05:22.8026273,MRA Maverick .308,SPFGA,15,"147gr CamPro, 45gr x-4895","Velocity 2697, SD 34.4, ES 146, , +31C",2026-07-02 02:05:22.8040337+00:00,2026-07-02 02:05:22.8040357+00:00
682,01KWG95PFPAQ0KNJDS5CCTC4TH,2024-09-08 20:05:22.8043103,M96,SPFGA,10,"142 SMK, 37.8gr D-4895, 2.26 CBTO","Velocity 2476, SD 17, ES49, +31C",2026-07-02 02:05:22.8061288+00:00,2026-07-02 02:05:22.8061313+00:00
683,01KWG95PFQ410X3E0VDC0MFYSJ,2024-09-28 20:05:22.8064794,MRA Maverick .308,SPFGA,19,"147gr CamPro, 45gr x-4895","Velocity 2718, SD 34, ES 107, +14.  Re-zeroed the Spitfire 3x after it """"fell off"""". Should be a 100m zero.",2026-07-02 02:05:22.8078275+00:00,2026-07-02 02:05:22.8078295+00:00
684,01KWG95PFTT5DKHG9K6A93EMTN,2024-09-28 20:05:22.8081213,Israeli 98k,SPFGA,10,"150gr Sierra SP, 47gr IMR-4895, .270 brass (Winchester)","Velocity 2596, SD 35 ES 111, +14. Poor groups, I'm guessing > 4MOA.",2026-07-02 02:05:22.8102204+00:00,2026-07-02 02:05:22.8102225+00:00
685,01KWG95PFYP9N2AVZKDFMRP8KY,2024-09-28 20:05:22.8105798,Israeli 98k,SPFGA,6,"150gr Sierra SP, 47gr IMR-4895, Norma brass","Velocity 2533, SD 40, ES 130, +14. Poor groups, I'm guessing > 4MOA.",2026-07-02 02:05:22.8149548+00:00,2026-07-02 02:05:22.8149609+00:00
686,01KWG95PG1D8AG9H0T2W5PJGBD,2024-09-28 20:05:22.8153682,Israeli 98k,SPFGA,9,"150gr Sierra SP, 47gr IMR-4895, S&B brass","Velocity 2524, SD 25, ES 87, +14. Poor groups, I'm guessing > 4MOA.",2026-07-02 02:05:22.8179255+00:00,2026-07-02 02:05:22.8179293+00:00
687,01KWG95PG4A9AZJMYCN3CNH9BK,2024-09-28 20:05:22.8183623,Israeli 98k,SPFGA,7,"150gr Sierra SP, 47gr IMR-4895, Assorted brass, mostly .270 Win (Federal)","Velocity 2603, SD 26, ES 92, +14. Poor groups, I'm guessing > 4MOA.",2026-07-02 02:05:22.8203548+00:00,2026-07-02 02:05:22.820357+00:00
688,01KWG95PG75KZ61DRW9MGTY864,2024-09-28 20:05:22.8207084,Israeli 98k,SPFGA,10,"195gr Hornady Interlock, 44gr IMR-4895, .270 brass (R*P)","Velocity 2414, SD 34, ES99, +14.  This shot the best, ~ 2MOA or so",2026-07-02 02:05:22.8231595+00:00,2026-07-02 02:05:22.8231621+00:00
689,01KWG95PGAH93ZV0M2BBYEGD0X,2024-10-02 20:05:22.8234856,Israeli 98k,SPFGA,5,198gr S&B Factory,"Velocity 2530, SD 13.7,. ES 32,",2026-07-02 02:05:22.8261596+00:00,2026-07-02 02:05:22.8261635+00:00
